nimi,reg_kood,aadress,omavalitsus,maakond,telefon,email,veebileht,direktor_email,lat,lon,allikas,markus
Kalamaja Lasteaed,,"Vana-Kalamaja, 28a, Tallinn",Tallinn,,+372 641 3656,kalamaja@la.tln.edu.ee,https://www.tallinn.ee/kalamaja-lasteaed/,,59.4462263,24.7400173,OpenStreetMap,
Kolde Lasteaed,,"Timuti, 24, Tallinn",Tallinn,,+372 673 8778,kolde@kolde.edu.ee,https://www.kolde.edu.ee/,,59.4405742,24.7137406,OpenStreetMap,
Kopli Lasteaed,,"Kopli, 104, Tallinn",Tallinn,,+372 662 5913,info@kopli.edu.ee,http://koplila.tln.edu.ee/,,59.4570707,24.6792036,OpenStreetMap,
Lapserõõm,,"Jõeküla tee, 14, Tallinn",Tallinn,,,,,,59.4407157,24.5908321,OpenStreetMap,
Lasteaed Kajakas,,"Madala, 13, Tallinn",Tallinn,,+372 661 5553,info@kajakasla.edu.ee,https://www.tallinn.ee/lasteaed-kajakas/,,59.4475942,24.6887807,OpenStreetMap,
Lasteaed Kelluke,,"Uus-Kalamaja, 6, Tallinn",Tallinn,,+372 641 3288,kelluke@la.tln.edu.ee,https://www.tallinn.ee/kelluke/,,59.44763,24.7360861,OpenStreetMap,
Lasteaed Maasikas,,"Vasara, 18, Tallinn",Tallinn,,+372 662 8787,maasikas@la.tln.edu.ee,https://www.tallinn.ee/maasikas/,,59.4542352,24.6780389,OpenStreetMap,
Lasteaed Naeratus,,"Niidi põik, 4, Tallinn",Tallinn,,+372 662 7974,naeratus@la.tln.edu.ee,https://www.naeratus.edu.ee/,,59.4519328,24.6963486,OpenStreetMap,
Lasteaed Ojake,,"Ädala, 3, Tallinn",Tallinn,,+372 673 8269,ojake@la.tln.edu.ee,https://www.tallinn.ee/lasteaed-ojake/,,59.4347049,24.7103568,OpenStreetMap,
Lasteaed Päikene,,"Sõle, 39a, Tallinn",Tallinn,,+372 602 0638,paikene@la.tln.edu.ee,https://www.lasteaedpaikene.ee/,,59.4418292,24.7017139,OpenStreetMap,
Lasteaed Pääsupesa,,"Puhangu, 57, Tallinn",Tallinn,,+372 601 9398,info@paasupesa.edu.ee,https://www.tallinn.ee/paasupesa/,,59.4425844,24.6923975,OpenStreetMap,
Lasteaed Rukkirääk,,"Rukki, 17, Tallinn",Tallinn,,+372 601 8295,rukkiraak@la.tln.edu.ee,https://www.tallinn.ee/rukkiraak/,,59.4444651,24.7088889,OpenStreetMap,
Lastesõim Planeedi Mudila,,"Planeedi, 16, Tallinn",Tallinn,,+372 646 2911,lastesoim@planeedi.edu.ee,https://www.tallinn.ee/planeedimudila/,,59.4229083,24.7412306,OpenStreetMap,
Lastesõim Päkapikk,,"Lõime, 9, Tallinn",Tallinn,,+372 661 8018,pakapikk@pakapikk.edu.ee,https://www.pakapikk.tln.edu.ee/,,59.4524425,24.6946331,OpenStreetMap,
Merivälja Lasteaed,,"Haaviku tee, 10, Tallinn",Tallinn,,+372 6232234,meripohi@meripohi.edu.ee,https://meripohi.edu.ee,,59.4903704,24.847145,OpenStreetMap,
Pelguranna Lasteaed,,"Pelguranna, 49, Tallinn",Tallinn,,+372 601 9088,direktor@pelgurannala.edu.ee,https://www.tallinn.ee/pelguranna-lasteaed/,,59.4452345,24.6887052,OpenStreetMap,
Pirita Kose Lasteaed,,"Kose tee, 58, Tallinn",Tallinn,,+372 623 7833,piritakose@la.tln.edu.ee,https://www.tallinn.ee/pirita-kose-lasteaed/,,59.4581054,24.8464557,OpenStreetMap,
Pirita Lasteaed,,"Eduard Bornhöhe tee, 10, Tallinn",Tallinn,,+372 623 8783,pirita@piritalasteaed.ee,https://www.tallinn.ee/pirita-lasteaed/,,59.471636,24.8409958,OpenStreetMap,
Rõõmutarekese Lasteaed,,"Toom-Kuninga, 13a, Tallinn",Tallinn,,+372 662 1377,info@roomu.edu.ee,https://roomutareke.tln.edu.ee/,,59.4281182,24.7370212,OpenStreetMap,
Sitsi Lasteaed,,"Vihuri, 3, Tallinn",Tallinn,,+372 601 9638,sitsi@la.tln.edu.ee,http://www.sitsi.edu.ee/,,59.4461869,24.6964115,OpenStreetMap,
Taime Lasteaed,,"Taime, 27, Tallinn",Tallinn,,+372 602 0279,taime@la.tln.edu.ee,https://www.tallinn.ee/taime,,59.4427118,24.7096742,OpenStreetMap,
Tallinna Allika Lasteaed,,"Juhan Sütiste tee, 7, Tallinn",Tallinn,,+372 652 1340,juhataja@allika.edu.ee,https://www.tallinn.ee/allika/,,59.400291,24.6988692,OpenStreetMap,
Tallinna Arbu Lasteaed,,"Arbu, 15, Tallinn",Tallinn,,+372 632 7829,arbu@la.tln.edu.ee,https://www.tallinn.ee/arbu/,,59.4426556,24.8431366,OpenStreetMap,
Tallinna Asunduse Lasteaed,,"Pallasti, 19, Tallinn",Tallinn,,+372 621 1539,info@asunduse.edu.ee,https://www.tallinn.ee/asunduselasteaed/,,59.4298326,24.7900088,OpenStreetMap,
Tallinna Endla Lasteaed,,"Endla, 21, Tallinn",Tallinn,,+372 645 2983,endla@endla.edu.ee,https://www.tallinn.ee/endla-lasteaed,,59.4285215,24.7328073,OpenStreetMap,
Tallinna Haraka Lasteaed,,"Haraka, 7a, Tallinn",Tallinn,,+372 655 7062,haraka@haraka.edu.ee,http://www.haraka.edu.ee/,,59.409188,24.7268159,OpenStreetMap,
Tallinna Jaan Poska Lasteaed,,"Jakob Pärna, 2, Tallinn",Tallinn,,+372 600 9656,poska@viies.edu.ee,http://poskalasteaed.weebly.com/,,59.4325978,24.7734641,OpenStreetMap,
Tallinna Järveotsa Lasteaed,,"Järveotsa tee, 15, Tallinn",Tallinn,,+372 657 1294,jarveotsa@jarveotsala.edu.ee,https://www.tallinn.ee/jarveotsa-lasteaed/,,59.4094837,24.6358709,OpenStreetMap,
Tallinna Kadaka Lasteaed,,"Akadeemia tee, 66, Tallinn",Tallinn,,+372 677 5679,kadaka@kadaka.edu.ee,https://www.tallinn.ee/kadaka/,,59.4037903,24.6587703,OpenStreetMap,
Tallinna Kannikese Lasteaed,,"Kannikese, 13, Tallinn",Tallinn,,+372 660 8021,kannike@kannike.edu.ee,http://www.kannikese.ee/,,59.4285247,24.7163154,OpenStreetMap,
Tallinna Kelmiküla Lasteaed,,"Tehnika, 23, Tallinn",Tallinn,,+372 664 6070,direktor@kelmikyla.ee,https://www.kelmikyla.ee/,,59.4353514,24.7269091,OpenStreetMap,
Tallinna Kihnu Lasteaed,,"Kihnu, 1, Tallinn",Tallinn,,+372 670 1967,info@kihnula.edu.ee,https://www.tallinn.ee/kihnu-lasteaed/,,59.4528402,24.8648859,OpenStreetMap,
Tallinna Kiisa Lasteaed,,"Kiisa, 6, Tallinn",Tallinn,,+372 656 1706,info@kiisala.edu.ee,https://kiisa.haridus.ee/,,59.4130349,24.7404299,OpenStreetMap,
Tallinna Kiisupere Lasteaed,,"Gonsiori, 5, Tallinn",Tallinn,,+372 5670 6906,direktor@kiisupere.ee,https://www.tallinn.ee/kiisupere/,,59.4357395,24.7585439,OpenStreetMap,
Tallinna Kiisupere Lasteaed (Peahoone),,"Gonsiori, 3, Tallinn",Tallinn,,+372 660 1244,direktor@kiisupere.ee,https://www.tallinn.ee/kiisupere/,,59.43581,24.7582972,OpenStreetMap,
Tallinna Kivila Lasteaed,,"Kivila, 19, Tallinn",Tallinn,,+372 621 8843,kivila@la.tln.edu.ee,https://www.kivilalaps.ee/,,59.4462961,24.8722292,OpenStreetMap,
Tallinna Kivimurru Lasteaed,,"Majaka, 32, Tallinn",Tallinn,,+372 638 1598,info@kivimurru.edu.ee,https://www.tallinn.ee/kivimurru,,59.4271006,24.7911642,OpenStreetMap,
Tallinna Komeedi Lasteaed,,"Komeedi, 3, Tallinn",Tallinn,,+372 662 0647,komeedi@komeedila.edu.ee,http://komeedila.edu.ee/,,59.4269307,24.7326334,OpenStreetMap,
Tallinna Kristiine Lasteaed,,"Rästa põik, 3, Tallinn",Tallinn,,+372 655 2655,direktor@kristiinealg.tln.edu.ee,https://www.tallinn.ee/kristiine-lasteaed/,,59.4171415,24.7189446,OpenStreetMap,
Tallinna Kullerkupu Lasteaed,,"Kullerkupu, 10, Tallinn",Tallinn,,+372 660 8023,kullerkupula@hot.ee,https://www.tallinn.ee/kullerkupu/,,59.4298287,24.7151093,OpenStreetMap,
Tallinna Kuristiku Lasteaed,,"Läänemere tee, 46, Tallinn",Tallinn,,+372 636 2741,info@kuristikula.edu.ee,https://www.tallinn.ee/kuristiku-lasteaed/,,59.4526494,24.8802064,OpenStreetMap,
Tallinna Lasteaed Delfiin,,"Juhan Sütiste tee, 4, Tallinn",Tallinn,,+372 652 1414,lasteaed@lad.tln.edu.ee,https://www.tallinn.ee/delfiin/,,59.3994032,24.6943963,OpenStreetMap,
Tallinna Lasteaed Karikakar,,"Õismäe tee, 22, Tallinn",Tallinn,,+372 657 1539,karikakar@karikakar.ee,https://www.tallinn.ee/karikakar/,,59.4162477,24.6496829,OpenStreetMap,
Tallinna Lasteaed Kaseke,,"Kaskede pst, 22, Tallinn",Tallinn,,+372 679 6812,info@kaseke.edu.ee,https://lasteaedkaseke.ee/,,59.355149,24.6189324,OpenStreetMap,
Tallinna Lasteaed Kiikhobu,,"A. H. Tammsaare tee, 95, Tallinn",Tallinn,,+372 653 2177,katrin.rasina@kiikhobu.ee,http://www.kiikhobu.ee/,,59.4056905,24.6886588,OpenStreetMap,
Tallinna Lasteaed Kikas,,"Sõpruse pst, 234, Tallinn",Tallinn,,+372 654 5167,kikas@kikas.edu.ee,https://kikas.tln.edu.ee/,,59.4010693,24.6867924,OpenStreetMap,
Tallinna Lasteaed Kirsike,,"Paekaare, 76, Tallinn",Tallinn,,+372 621 6376,info@kirsike.edu.ee,https://www.tallinn.ee/kirsike,,59.4345549,24.8274993,OpenStreetMap,
Tallinna Lasteaed Kraavikrõll,,"Kraavi, 10, Tallinn",Tallinn,,+372 655 9664,kraavikroll@kraavila.edu.ee,https://kraavikroll.haridus.ee/,,59.3746714,24.7140683,OpenStreetMap,
Tallinna Lasteaed Laagna Rukkilill,,"Vilisuu, 5, Tallinn",Tallinn,,+372 632 4055,rukkilill@la.tln.edu.ee,https://www.tallinn.ee/lasteaed-laagna-rukkilill,,59.4380324,24.8445698,OpenStreetMap,
Tallinna Lasteaed Mooniõied,,"Kiili, 6, Tallinn",Tallinn,,+372 653 8265,moonioied@la.tln.edu.ee,https://www.tallinn.ee/moonioied,,59.4106744,24.6973659,OpenStreetMap,
Tallinna Lasteaed Mudila,,"Niine põik, 5, Tallinn",Tallinn,,+372 641 4315,mudila@mudila.edu.ee,https://www.tallinn.ee/lasteaed-mudila,,59.4447115,24.739517,OpenStreetMap,
Tallinna Lasteaed Männimudila,,"Saha, 19, Tallinn",Tallinn,,+372 677 7518,mannimudila@mannila.edu.ee,https://www.mannimudila.ee/,,59.3694957,24.6476714,OpenStreetMap,
Tallinna Lasteaed Nõmmekannike,,"Vabaduse pst, 135a, Tallinn",Tallinn,,+372 651 4765,nommekannike@la.tln.edu.ee,https://www.tallinn.ee/nommekannike/,,59.3737187,24.6701284,OpenStreetMap,
Tallinna Lasteaed Pallipõnn,,"Akadeemia tee, 50, Tallinn",Tallinn,,+372 658 7297,palliponn@la.tln.edu.ee,https://palliponn.edu.ee/,,59.4007821,24.6632761,OpenStreetMap,
Tallinna Lasteaed Pääsusilm,,"Järveotsa tee, 51, Tallinn",Tallinn,,+372 659 4257,paasusilm@la.tln.edu.ee,https://www.tallinn.ee/lasteaed-paasusilm/,,59.408445,24.645743,OpenStreetMap,
Tallinna Lasteaed Rabarüblik,,"Raba, 10, Tallinn",Tallinn,,+372 677 7839,rabaryblik@rabaryblik.ee,https://www.rabaryblik.ee/,,59.3669046,24.6408033,OpenStreetMap,
Tallinna Lasteaed Sinilill,,"Järveotsa tee, 49, Tallinn",Tallinn,,+372 659 4656,sinilill@la.tln.edu.ee,https://www.tallinn.ee/sinilill/,,59.4088567,24.643783,OpenStreetMap,
Tallinna Lasteaed Sinilind,,"A. H. Tammsaare tee, 115, Tallinn",Tallinn,,+372 653 6256,direktor@sinilind.edu.ee,https://sinilind.edu.ee/,,59.4081162,24.6804258,OpenStreetMap,
Tallinna Lasteaed Sipsik,,"Peeter Süda, 6, Tallinn",Tallinn,,+372 648 1752,info@sipsik.edu.ee,https://www.tallinn.ee/lasteaed-sipsik,,59.4289899,24.7457015,OpenStreetMap,
Tallinna Lasteaed Südameke,,"Pärnu mnt, 109a, Tallinn",Tallinn,,+372 656 1037,sydameke@sydameke.edu.ee,https://www.tallinn.ee/sudameke,,59.4156925,24.7419865,OpenStreetMap,
Tallinna Lasteaed Vesiroos,,"Juhan Sütiste tee, 8, Tallinn",Tallinn,,+372 652 1640,vesiroos@lavesiroos.ee,https://www.lavesiroos.ee/,,59.3984611,24.6953851,OpenStreetMap,
Tallinna Lasteaed Vikerkaar,,"Õismäe tee, 110, Tallinn",Tallinn,,+372 657 0806,info@vikerkaar.edu.ee,https://www.tallinn.ee/vikerkaar/,,59.4160816,24.6435454,OpenStreetMap,
Tallinna Lasteaed Õunake,,"Ehitajate tee, 23, Tallinn",Tallinn,,+372 670 2484,ounake@ounake.edu.ee,https://www.tallinn.ee/lasteaed-ounake,,59.3992277,24.6679114,OpenStreetMap,
Tallinna Lastesõim Hellik,,"Vabaduse pst, 38a, Tallinn",Tallinn,,+372 672 3138,hellik@la.tln.edu.ee,https://www.tallinn.ee/hellik/,,59.3844871,24.7081053,OpenStreetMap,
Tallinna Lastesõim Mõmmik,,"Metsa, 38, Tallinn",Tallinn,,+372 670 1612,info@mommik.edu.ee,https://www.tallinn.ee/mommik,,59.3810041,24.6808543,OpenStreetMap,
Tallinna Lauliku Lasteaed,,"Kivimäe, 17, Tallinn",Tallinn,,+372 652 0561,lauliku@lauliku.ee,https://www.tallinn.ee/lauliku/,,59.3795446,24.6523191,OpenStreetMap,
Tallinna Lehola Lasteaed,,"Mustamäe tee, 187, Tallinn",Tallinn,,+372 652 6566,lehola@la.tln.edu.ee,http://lehola.edu.ee/,,59.4023691,24.6820057,OpenStreetMap,
Tallinna Lepistiku Lasteaed,,"Retke tee, 4, Tallinn",Tallinn,,+372 652 2956,lepistiku@lepistiku.edu.ee,https://www.tallinn.ee/lepistiku/,,59.4028638,24.7044757,OpenStreetMap,
Tallinna Liikuri Lasteaed,,"Liikuri, 9, Tallinn",Tallinn,,+372 6352467;+372 6352468;+372 6352575,direktor@liikuri.ee,http://liikuri.weebly.com/,,59.440741,24.8179523,OpenStreetMap,
Tallinna Liivaku Lasteaed,,"Juhan Sütiste tee, 56, Tallinn",Tallinn,,+372 652 1639,liivaku@liivaku.edu.ee,https://www.tallinn.ee/liivaku-lasteaed,,59.3965044,24.6848046,OpenStreetMap,
Tallinna Liivalossi Lasteaed,,"Liivalaia, 30, Tallinn",Tallinn,,+372 644 9487,info@liivalossi.edu.ee,https://liivalossi.tln.edu.ee/,,59.4281926,24.7548822,OpenStreetMap,
Tallinna Liivamäe Lasteaed,,"Juhkentali, 25, Tallinn",Tallinn,,+372 660 6101,liivamae@liivamae.edu.ee,https://liivamae.edu.ee/,,59.4278761,24.7678467,OpenStreetMap,
Tallinna Lille Lasteaed,,"Keemia, 5a, Tallinn",Tallinn,,+372 656 7371,lille@lille.edu.ee,https://lille.tln.edu.ee/,,59.4271854,24.7098799,OpenStreetMap,
Tallinna Lindakivi Lasteaed,,"Jaan Koorti, 5, Tallinn",Tallinn,,+372 632 7694,lindakivi@la.tln.edu.ee,http://www.lindakivilasteaed.ee/,,59.4418853,24.8290391,OpenStreetMap,
Tallinna Linnamäe Lasteaed,,"Linnamäe tee, 4, Tallinn",Tallinn,,+372 637 2984,info@linnamae.edu.ee,https://www.tallinn.ee/linnamae,,59.4487762,24.8683847,OpenStreetMap,
Tallinna Linnupesa Lasteaed,,"Lagle pst, 3, Tallinn",Tallinn,,+372 655 2700,linnupesa@linnupesa.edu.ee,https://www.linnupesa.edu.ee/,,59.4182229,24.7267109,OpenStreetMap,
Tallinna Lotte Lasteaed,,"Lydia Koidula, 23, Tallinn",Tallinn,,+372 551 8100,direktor@lotte.edu.ee,https://www.tallinn.ee/lotte-lasteaed/,,59.4353682,24.7914058,OpenStreetMap,
Tallinna Luha Lasteaed,,"Luha, 29, Tallinn",Tallinn,,+372 645 0839,luha@luhala.edu.ee,https://www.tallinn.ee/luha-lasteaed,,59.4244171,24.7382444,OpenStreetMap,
Tallinna Läänemere Lasteaed,,"Läänemere tee, 56, Tallinn",Tallinn,,+372 636 7016,laanemere@la.tln.edu.ee,https://www.tallinn.ee/laanemere-lasteaed/,,59.4524927,24.8825955,OpenStreetMap,
Tallinna Magdaleena Lasteaed,,"Asula, 16c, Tallinn",Tallinn,,+372 656 1469,info@magda.edu.ee,https://www.tallinn.ee/magdaleena-lasteaed/,,59.4157924,24.734378,OpenStreetMap,
Tallinna Mahtra Lasteaed,,"Mahtra, 19, Tallinn",Tallinn,,+372 621 8214,mahtrala@mahtrala.edu.ee,https://www.tallinn.ee/mahtra-lasteaed,,59.4400847,24.8760797,OpenStreetMap,
Tallinna Mardi Lasteaed,,"Mardi, 5, Tallinn",Tallinn,,+372 660 7656,info@mardila.edu.ee,https://www.tallinn.ee/mardi-lasteaed,,59.4307336,24.7632921,OpenStreetMap,
Tallinna Meelespea Lasteaed,,"Õismäe tee, 92, Tallinn",Tallinn,,+372 657 1167,info@meelespea.edu.ee,https://www.tallinn.ee/meelespea,,59.4151243,24.6434323,OpenStreetMap,
Tallinna Mesimummu Lasteaed,,"Tartu mnt, 57, Tallinn",Tallinn,,+372 637 6509,katlin.tanin@mesimummu.edu.ee,https://www.tallinn.ee/mesimummu/,,59.4311321,24.7725262,OpenStreetMap,
Tallinna Muhu Lasteaed,,"Linnamäe tee, 6, Tallinn",Tallinn,,+372 637 0294,muhu@la.tln.edu.ee,http://muhu.lasteaed.edu.ee/,,59.4491934,24.8705021,OpenStreetMap,
Tallinna Muinasjutu Lasteaed,,"Energia, 11, Tallinn",Tallinn,,+372 656 1181,direktor@muinasjutu.edu.ee,http://www.muinasjutu.edu.ee/,,59.3969087,24.714049,OpenStreetMap,
Tallinna Mustakivi Lasteaed,,"Kivila, 9, Tallinn",Tallinn,,+372 634 0063,mustakivi@la.tln.edu.ee,https://www.tallinn.ee/mustakivi,,59.4460253,24.8708199,OpenStreetMap,
Tallinna Mutionu Lasteaed,,"Mehaanika, 17, Tallinn",Tallinn,,+372 672 7802,mutionu@la.tln.edu.ee,https://mutionu.tln.edu.ee/,,59.425934,24.7035681,OpenStreetMap,
Tallinna Männi Lasteaed,,"Eduard Vilde tee, 103, Tallinn",Tallinn,,+372 653 6361,manni@la.tln.edu.ee,https://www.tallinn.ee/manni-lasteaed/,,59.4036562,24.6747152,OpenStreetMap,
Tallinna Männiku Lasteaed,,"Kraavi, 4, Tallinn",Tallinn,,+372 658 5784,manniku@la.tln.edu.ee,https://www.tallinn.ee/manniku-lasteaed,,59.3765208,24.7150254,OpenStreetMap,
Tallinna Männikäbi Lasteaed,,"Kadaka tee, 155, Tallinn",Tallinn,,+372 677 5663,mannikabi@la.tln.edu.ee,https://www.tallinn.ee/mannikabi-lasteaed/,,59.4061906,24.6630616,OpenStreetMap,
Tallinna Mürakaru Lasteaed,,"Vase, 5, Tallinn",Tallinn,,+372 5309 0902,direktor@myrakaru.edu.ee,https://www.tallinn.ee/murakaru,,59.4360397,24.7734083,OpenStreetMap,
Tallinna Mürakaru Lasteaed (peahoone),,"Villem Reimani, 3, Tallinn",Tallinn,,+372 5309 0902,direktor@myrakaru.edu.ee,https://www.tallinn.ee/murakaru,,59.4364935,24.762887,OpenStreetMap,
Tallinna Nurmenuku Lasteaed,,"Õismäe tee, 26, Tallinn",Tallinn,,+372 657 3937,nurmenuku@nurme.edu.ee,https://www.tallinn.ee/et/nurmenuku-lasteaed,,59.4145556,24.6500516,OpenStreetMap,
Tallinna Padriku Lasteaed,,"Padriku tee, 10, Tallinn",Tallinn,,+372 603 5482,padriku@padriku.edu.ee,https://padriku.edu.ee/,,59.4827574,24.8540193,OpenStreetMap,
Tallinna Pae Lasteaed,,"Pae, 50a, Tallinn",Tallinn,,+372 621 0079,pae@la.tln.edu.ee,https://www.tallinn.ee/pae,,59.4339515,24.8157784,OpenStreetMap,
Tallinna Paekaare Lasteaed,,"Pae, 51, Tallinn",Tallinn,,+372 633 2986,paekaarela@la.tln.edu.ee,https://www.tallinn.ee/paekaare-lasteaed/,,59.4368752,24.8176631,OpenStreetMap,
Tallinna Pallasti Lasteaed,,"Pallasti, 39, Tallinn",Tallinn,,+372 621 0780,pallasti@la.tln.edu.ee,https://www.tallinn.ee/pallasti-lasteaed/,,59.432834,24.7948185,OpenStreetMap,
Tallinna Priisle Lasteaed,,"Kristjan Kärberi, 31, Tallinn",Tallinn,,+372 635 5045,priisle@la.tln.edu.ee,https://priisle.edu.ee/,,59.4478062,24.8888387,OpenStreetMap,
Tallinna Päevalille Lasteaed,,"Raua, 53, Tallinn",Tallinn,,+372 648 5996,paevalille@la.tln.edu.ee,http://www.paevalillela.edu.ee/,,59.4375015,24.7718098,OpenStreetMap,
Tallinna Päikesejänku Lasteaed,,"Invaliidi, 5, Tallinn",Tallinn,,+372 646 1459,paikesejanku@janku.edu.ee,https://www.tallinn.ee/paikesejanku-lasteaed/,,59.4253582,24.7511425,OpenStreetMap,
Tallinna Raadiku Lasteaed,,"Mahtra, 13, Tallinn",Tallinn,,+372 634 5565,raadiku@la.tln.edu.ee,https://www.tallinn.ee/raadiku-lasteaed,,59.4409861,24.8753673,OpenStreetMap,
Tallinna Raku Lasteaed,,"Piibri, 12, Tallinn",Tallinn,,+372 670 5103,raku@la.tln.edu.ee,https://www.tallinn.ee/raku-lasteaed,,59.3754683,24.742595,OpenStreetMap,
Tallinna Rännaku Lasteaed,,"Rännaku pst, 28, Tallinn",Tallinn,,+372 651 0090,pille.siimpoeg@rannaku.ee,https://rannaku.ee/,,59.3657257,24.6478415,OpenStreetMap,
Tallinna Rõõmupesa Lasteaed,,"A. H. Tammsaare tee, 141, Tallinn",Tallinn,,+372 653 6254,roomupesa@la.tln.edu.ee,https://roomupesa.tln.edu.ee/,,59.4081788,24.6726397,OpenStreetMap,
Tallinna Seli Lasteaed,,"Kristjan Kärberi, 29, Tallinn",Tallinn,,+372 635 6970,seli@la.tln.edu.ee,https://www.tallinn.ee/seli,,59.4474353,24.8869236,OpenStreetMap,
Tallinna Sikupilli Lasteaed,,"Kivimurru, 3a, Tallinn",Tallinn,,+372 621 5433,sikupilli@la.tln.edu.ee,http://www.sikupillilasteaed.tln.edu.ee/,,59.4289232,24.785056,OpenStreetMap,
Tallinna Suitsupääsupesa Lasteaed,,"Suitsu põik, 4, Tallinn",Tallinn,,+372 656 1855,rahvuslind@rahvuslind.edu.ee,https://www.suitsupaasupesa.ee/,,59.4118169,24.7494346,OpenStreetMap,
Tallinna Suur-Pae Lasteaed,,"Punane, 29, Tallinn",Tallinn,,+372 621 6883,info@suurpae.edu.ee,https://www.tallinn.ee/suur-pae-lasteaed/,,59.4341789,24.8220675,OpenStreetMap,
Tallinna Sõbrakese Lasteaed,,"Kiili, 7, Tallinn",Tallinn,,+372 652 0394,direktor@sobrakese.edu.ee,https://www.tallinn.ee/sobrakese/,,59.4102331,24.6986805,OpenStreetMap,
Tallinna Tammetõru Lasteaed,,"A. H. Tammsaare tee, 79, Tallinn",Tallinn,,+372 652 3776,direktor@tammetoru.edu.ee,https://www.tallinn.ee/tammetoru/,,59.4049779,24.6954199,OpenStreetMap,
Tallinna Tihase Lasteaed,,"Nõmme tee, 9, Tallinn",Tallinn,,+372 651 3370,tihase@tihase.edu.ee,https://www.tallinn.ee/tihase-lasteaed,,59.4205953,24.7241205,OpenStreetMap,
Tallinna Tuule Lasteaed,,"Paekaare, 38, Tallinn",Tallinn,,+372 633 3201,direktor@tuule.edu.ee,https://www.tallinn.ee/tuule,,59.4370714,24.8251556,OpenStreetMap,
Tallinna Tähekese Lasteaed,,"Ehitajate tee, 50, Tallinn",Tallinn,,+372 662 8691,tahekesela@haridus.ee,https://tallinn.ee/tahekese/,,59.4024117,24.6719177,OpenStreetMap,
Tallinna Unistuse Lasteaed,,"Gildi, 17, Tallinn",Tallinn,,+372 637 6417,unistuse@unistuse.edu.ee,https://www.unistuse.edu.ee/,,59.4294396,24.7692544,OpenStreetMap,
Tallinna Veerise Lasteaed,,"Veerise, 1, Tallinn",Tallinn,,+372 648 0502,direktor@veerise.edu.ee,https://www.tallinn.ee/veerise/,,59.4440173,24.6034816,OpenStreetMap,
Tallinna Vindi Lasteaed,,"Vindi, 3, Tallinn",Tallinn,,+372 655 3665,vindi@vindi.edu.ee,http://www.vindi.edu.ee/,,59.4195814,24.7264134,OpenStreetMap,
Tallinna Virmalise Lasteaed,,"Virmalise, 24, Tallinn",Tallinn,,+372 645 0438,virmalise@la.tln.edu.ee,https://www.tallinn.ee/et/virmalise-lasteaed,,59.4235527,24.7382152,OpenStreetMap,
Tallinna Vormsi Lasteaed,,"Vormsi, 1, Tallinn",Tallinn,,+372 637 1093,vormsi@la.tln.edu.ee,https://www.tallinn.ee/vormsi-lasteaed/,,59.4530786,24.8672885,OpenStreetMap,
Tallinna Ülemiste Lasteaed,,"Peterburi tee, 18, Tallinn",Tallinn,,+372 621 0078,ylemiste@la.tln.edu.ee,http://ulemiste.edu.ee/,,59.4249971,24.8021233,OpenStreetMap,
Tallinna Ümera Lasteaed,,"Ümera, 9, Tallinn",Tallinn,,+372 635 6806,ymera@la.tln.edu.ee,https://www.tallinn.ee/umera-lasteaed,,59.4426833,24.8920835,OpenStreetMap,
Tammiste Lasteaed-Algkool,,"Kellukese tee, 5, Tammiste küla",Tammiste küla,,,,https://www.tammistekool.ee,,58.3929146,24.6049259,OpenStreetMap,
Sookure lasteaia Tarbja Pääsupesa õppekoht,,"Kooli tee, 1, Tarbja küla",Tarbja küla,,,,,,58.9289435,25.5895,OpenStreetMap,
Lasteaed Väike Pauline,,"Jakobi, 45, Tartu",Tartu,,,vaikepauline@gmail.com,http://vaikepauline.edu.ee/,,58.3837876,26.709963,OpenStreetMap,
Tartu Karlova Lasteaed - Sassi maja,,"Aleksandri, 10, Tartu",Tartu,,,,,,58.3753377,26.731327,OpenStreetMap,
Tartu Katoliku Hariduskeskus,,"Oru, 3, Tartu",Tartu,,,,,,58.381899,26.7112315,OpenStreetMap,
Tartu Lasteaed Annike,,"Anne, 9, Tartu",Tartu,,,,,,58.3807905,26.7437186,OpenStreetMap,
Tartu Lasteaed Helika,,"Kalevi, 52a, Tartu",Tartu,,,,,,58.370935,26.7349874,OpenStreetMap,
Tartu Lasteaed Hellik,,"Aardla, 138, Tartu",Tartu,,,,,,58.3523646,26.6844162,OpenStreetMap,
Tartu Lasteaed Kannike,,"Ravila, 43, Tartu",Tartu,,,,,,58.3756886,26.685857,OpenStreetMap,
Tartu Lasteaed Kelluke,,"Kaunase pst, 69, Tartu",Tartu,,,,,,58.3766527,26.7687405,OpenStreetMap,
Tartu Lasteaed Kivike,,"Kivi, 44, Tartu",Tartu,,,,,,58.385065,26.733037,OpenStreetMap,
Tartu Lasteaed Klaabumaa,,"Kummeli, 5, Tartu",Tartu,,,,,,58.4006848,26.7198318,OpenStreetMap,
Tartu Lasteaed Klaabumaa Sireli maja,,"Lubja, 14, Tartu",Tartu,,,,,,58.3932145,26.7213702,OpenStreetMap,
Tartu Lasteaed Krõll,,"Anne, 67, Tartu",Tartu,,,,,,58.3760686,26.7605806,OpenStreetMap,
Tartu Lasteaed Lotte,,"Ida, 8, Tartu",Tartu,,,,,,58.383639,26.7574232,OpenStreetMap,
